x,y,line,algo,new_x,new_y,new_size,new_color,new_year,new_country,old_x,old_y,old_size,old_color,old_year,old_country,multiplicity[1;67]
11.12568144,-8.321630611,5,year_only,gdp,life_expect,population,continent,1825,[],gdp,life_expect,population,continent,1820,[],3
11.7654784,-8.117529939,5,year_only,gdp,life_expect,population,continent,1830,[],gdp,life_expect,population,continent,1825,[],9
12.26606631,-8.196577216,5,year_only,gdp,life_expect,population,continent,1835,[],gdp,life_expect,population,continent,1830,[],3
12.78834666,-7.933311607,5,year_only,gdp,life_expect,population,continent,1840,[],gdp,life_expect,population,continent,1835,[],9
13.14038277,-7.770637443,5,year_only,gdp,life_expect,population,continent,1845,[],gdp,life_expect,population,continent,1840,[],3
13.5935189,-7.602583685,5,year_only,gdp,life_expect,population,continent,1850,[],gdp,life_expect,population,continent,1845,[],6
22.43209204,-6.107296717,5,year_only,gdp,life_expect,population,continent,1855,[],gdp,life_expect,population,continent,1850,[],3
22.98055146,-5.840625701,5,year_only,gdp,life_expect,population,continent,1860,[],gdp,life_expect,population,continent,1855,[],6
23.44668143,-5.608686202,5,year_only,gdp,life_expect,population,continent,1865,[],gdp,life_expect,population,continent,1860,[],3
23.95813433,-5.576383151,5,year_only,gdp,life_expect,population,continent,1870,[],gdp,life_expect,population,continent,1865,[],6
24.46298676,-5.524153001,5,year_only,gdp,life_expect,population,continent,1875,[],gdp,life_expect,population,continent,1870,[],3
24.93059718,-5.406567859,5,year_only,gdp,life_expect,population,continent,1880,[],gdp,life_expect,population,continent,1875,[],6
25.45619589,-5.242707127,5,year_only,gdp,life_expect,population,continent,1885,[],gdp,life_expect,population,continent,1880,[],3
25.93844479,-5.049043197,5,year_only,gdp,life_expect,population,continent,1890,[],gdp,life_expect,population,continent,1885,[],6
26.39309056,-4.867357936,5,year_only,gdp,life_expect,population,continent,1895,[],gdp,life_expect,population,continent,1890,[],3
26.81901083,-4.699120755,5,year_only,gdp,life_expect,population,continent,1900,[],gdp,life_expect,population,continent,1895,[],6
-0.098360824,-7.130686715,6,year_only,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,1900,[],67
8.553010992,-8.036151408,6,year_only,gdp,life_expect,population,continent,1810,[],gdp,life_expect,population,continent,1800,[],9
10.41685294,-8.145441405,6,year_only,gdp,life_expect,population,continent,1820,[],gdp,life_expect,population,continent,1810,[],9
11.7654784,-8.117529939,6,year_only,gdp,life_expect,population,continent,1830,[],gdp,life_expect,population,continent,1820,[],9
12.78834666,-7.933311607,6,year_only,gdp,life_expect,population,continent,1840,[],gdp,life_expect,population,continent,1830,[],9
13.5935189,-7.602583685,6,year_only,gdp,life_expect,population,continent,1850,[],gdp,life_expect,population,continent,1840,[],6
22.98055146,-5.840625701,6,year_only,gdp,life_expect,population,continent,1860,[],gdp,life_expect,population,continent,1850,[],6
23.95813433,-5.576383151,6,year_only,gdp,life_expect,population,continent,1870,[],gdp,life_expect,population,continent,1860,[],6
24.93059718,-5.406567859,6,year_only,gdp,life_expect,population,continent,1880,[],gdp,life_expect,population,continent,1870,[],6
25.93844479,-5.049043197,6,year_only,gdp,life_expect,population,continent,1890,[],gdp,life_expect,population,continent,1880,[],6
26.81901083,-4.699120755,6,year_only,gdp,life_expect,population,continent,1900,[],gdp,life_expect,population,continent,1890,[],6
27.5206826,-4.426745786,6,year_only,gdp,life_expect,population,continent,1910,[],gdp,life_expect,population,continent,1900,[],3
28.56166705,-3.872561655,6,year_only,gdp,life_expect,population,continent,1920,[],gdp,life_expect,population,continent,1910,[],3
33.81808238,-1.293153136,6,year_only,gdp,life_expect,population,continent,1930,[],gdp,life_expect,population,continent,1920,[],3
34.7730928,-0.586151742,6,year_only,gdp,life_expect,population,continent,1940,[],gdp,life_expect,population,continent,1930,[],3
35.28594062,-0.120922355,6,year_only,gdp,life_expect,population,continent,1950,[],gdp,life_expect,population,continent,1940,[],3
35.83730783,0.560105526,6,year_only,gdp,life_expect,population,continent,1960,[],gdp,life_expect,population,continent,1950,[],3
36.32018529,1.187286449,6,year_only,gdp,life_expect,population,continent,1970,[],gdp,life_expect,population,continent,1960,[],3
36.73752092,1.624295026,6,year_only,gdp,life_expect,population,continent,1980,[],gdp,life_expect,population,continent,1970,[],3
37.10657265,1.946766003,6,year_only,gdp,life_expect,population,continent,1990,[],gdp,life_expect,population,continent,1980,[],3
37.11375414,2.028077425,6,year_only,gdp,life_expect,population,continent,2000,[],gdp,life_expect,population,continent,1990,[],3
-0.098360824,-7.130686715,7,year_only,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,2000,[],67
8.553010992,-8.036151408,7,year_only,gdp,life_expect,population,continent,1810,[],gdp,life_expect,population,continent,1800,[],9
10.41685294,-8.145441405,7,year_only,gdp,life_expect,population,continent,1820,[],gdp,life_expect,population,continent,1810,[],9
11.7654784,-8.117529939,7,year_only,gdp,life_expect,population,continent,1830,[],gdp,life_expect,population,continent,1820,[],9
12.78834666,-7.933311607,7,year_only,gdp,life_expect,population,continent,1840,[],gdp,life_expect,population,continent,1830,[],9
13.5935189,-7.602583685,7,year_only,gdp,life_expect,population,continent,1850,[],gdp,life_expect,population,continent,1840,[],6
22.98055146,-5.840625701,7,year_only,gdp,life_expect,population,continent,1860,[],gdp,life_expect,population,continent,1850,[],6
23.95813433,-5.576383151,7,year_only,gdp,life_expect,population,continent,1870,[],gdp,life_expect,population,continent,1860,[],6
24.93059718,-5.406567859,7,year_only,gdp,life_expect,population,continent,1880,[],gdp,life_expect,population,continent,1870,[],6
25.93844479,-5.049043197,7,year_only,gdp,life_expect,population,continent,1890,[],gdp,life_expect,population,continent,1880,[],6
26.81901083,-4.699120755,7,year_only,gdp,life_expect,population,continent,1900,[],gdp,life_expect,population,continent,1890,[],6
27.5206826,-4.426745786,7,year_only,gdp,life_expect,population,continent,1910,[],gdp,life_expect,population,continent,1900,[],3
28.56166705,-3.872561655,7,year_only,gdp,life_expect,population,continent,1920,[],gdp,life_expect,population,continent,1910,[],3
33.81808238,-1.293153136,7,year_only,gdp,life_expect,population,continent,1930,[],gdp,life_expect,population,continent,1920,[],3
34.7730928,-0.586151742,7,year_only,gdp,life_expect,population,continent,1940,[],gdp,life_expect,population,continent,1930,[],3
35.28594062,-0.120922355,7,year_only,gdp,life_expect,population,continent,1950,[],gdp,life_expect,population,continent,1940,[],3
35.83730783,0.560105526,7,year_only,gdp,life_expect,population,continent,1960,[],gdp,life_expect,population,continent,1950,[],3
36.32018529,1.187286449,7,year_only,gdp,life_expect,population,continent,1970,[],gdp,life_expect,population,continent,1960,[],3
36.73752092,1.624295026,7,year_only,gdp,life_expect,population,continent,1980,[],gdp,life_expect,population,continent,1970,[],3
37.10657265,1.946766003,7,year_only,gdp,life_expect,population,continent,1990,[],gdp,life_expect,population,continent,1980,[],3
37.11375414,2.028077425,7,year_only,gdp,life_expect,population,continent,2000,[],gdp,life_expect,population,continent,1990,[],3
-0.098360824,-7.130686715,8,year_only,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,2000,[],67
8.553010992,-8.036151408,8,year_only,gdp,life_expect,population,continent,1810,[],gdp,life_expect,population,continent,1800,[],9
10.41685294,-8.145441405,8,year_only,gdp,life_expect,population,continent,1820,[],gdp,life_expect,population,continent,1810,[],9
11.7654784,-8.117529939,8,year_only,gdp,life_expect,population,continent,1830,[],gdp,life_expect,population,continent,1820,[],9
12.78834666,-7.933311607,8,year_only,gdp,life_expect,population,continent,1840,[],gdp,life_expect,population,continent,1830,[],9
13.5935189,-7.602583685,8,year_only,gdp,life_expect,population,continent,1850,[],gdp,life_expect,population,continent,1840,[],6
22.98055146,-5.840625701,8,year_only,gdp,life_expect,population,continent,1860,[],gdp,life_expect,population,continent,1850,[],6
23.95813433,-5.576383151,8,year_only,gdp,life_expect,population,continent,1870,[],gdp,life_expect,population,continent,1860,[],6
24.93059718,-5.406567859,8,year_only,gdp,life_expect,population,continent,1880,[],gdp,life_expect,population,continent,1870,[],6
25.93844479,-5.049043197,8,year_only,gdp,life_expect,population,continent,1890,[],gdp,life_expect,population,continent,1880,[],6
26.81901083,-4.699120755,8,year_only,gdp,life_expect,population,continent,1900,[],gdp,life_expect,population,continent,1890,[],6
27.5206826,-4.426745786,8,year_only,gdp,life_expect,population,continent,1910,[],gdp,life_expect,population,continent,1900,[],3
28.56166705,-3.872561655,8,year_only,gdp,life_expect,population,continent,1920,[],gdp,life_expect,population,continent,1910,[],3
33.81808238,-1.293153136,8,year_only,gdp,life_expect,population,continent,1930,[],gdp,life_expect,population,continent,1920,[],3
34.7730928,-0.586151742,8,year_only,gdp,life_expect,population,continent,1940,[],gdp,life_expect,population,continent,1930,[],3
35.28594062,-0.120922355,8,year_only,gdp,life_expect,population,continent,1950,[],gdp,life_expect,population,continent,1940,[],3
35.83730783,0.560105526,8,year_only,gdp,life_expect,population,continent,1960,[],gdp,life_expect,population,continent,1950,[],3
36.32018529,1.187286449,8,year_only,gdp,life_expect,population,continent,1970,[],gdp,life_expect,population,continent,1960,[],3
36.73752092,1.624295026,8,year_only,gdp,life_expect,population,continent,1980,[],gdp,life_expect,population,continent,1970,[],3
37.10657265,1.946766003,8,year_only,gdp,life_expect,population,continent,1990,[],gdp,life_expect,population,continent,1980,[],3
37.11375414,2.028077425,8,year_only,gdp,life_expect,population,continent,2000,[],gdp,life_expect,population,continent,1990,[],3
-0.098360824,-7.130686715,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,[],gdp,life_expect,population,continent,2000,[],67
-1.907260206,-12.62232681,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,['Iraq'],gdp,life_expect,population,continent,1800,[],3
-1.062643407,-12.01031252,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,['Iraq'; 'Solomon Islands'],gdp,life_expect,population,continent,1800,['Iraq'],1
-0.928883238,-12.08934265,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,['Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1800,['Iraq'; 'Solomon Islands'],1
2.586243286,-28.55764001,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,['Iraq'; 'Bahrain'; 'Solomon Islands'; 'El Salvador'],gdp,life_expect,population,continent,1800,['Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.079147138,-29.20937103,9,ctrs_then_year_only,gdp,life_expect,population,continent,1800,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1800,['Iraq'; 'Bahrain'; 'Solomon Islands'; 'El Salvador'],1
3.121106762,-29.31324301,9,ctrs_then_year_only,gdp,life_expect,population,continent,1802,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1800,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.248708179,-29.32056825,9,ctrs_then_year_only,gdp,life_expect,population,continent,1804,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1802,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.118324497,-29.61039598,9,ctrs_then_year_only,gdp,life_expect,population,continent,1806,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1804,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.605771428,-29.28252516,9,ctrs_then_year_only,gdp,life_expect,population,continent,1808,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1806,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.219716672,-29.73907481,9,ctrs_then_year_only,gdp,life_expect,population,continent,1810,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1808,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.234525858,-29.93571891,9,ctrs_then_year_only,gdp,life_expect,population,continent,1812,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1810,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.692921038,-29.5933147,9,ctrs_then_year_only,gdp,life_expect,population,continent,1814,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1812,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.393715552,-30.05444894,9,ctrs_then_year_only,gdp,life_expect,population,continent,1816,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1814,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.903044211,-29.54383587,9,ctrs_then_year_only,gdp,life_expect,population,continent,1818,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1816,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.972336227,-29.59414009,9,ctrs_then_year_only,gdp,life_expect,population,continent,1820,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1818,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.671414404,-30.12748302,9,ctrs_then_year_only,gdp,life_expect,population,continent,1822,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1820,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
3.704403029,-30.21535154,9,ctrs_then_year_only,gdp,life_expect,population,continent,1824,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1822,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
4.230251566,-29.77346308,9,ctrs_then_year_only,gdp,life_expect,population,continent,1826,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],gdp,life_expect,population,continent,1824,['Venezuela'; 'El Salvador'; 'Iraq'; 'Bahrain'; 'Solomon Islands'],1
